"id_encuestado","pais","region","zona","edad","generacion","sexo_biologico","ingreso_anual","importante_trabajo","ocurrio_trabajo","expectativa_trabajo","sentimiento_si_no_trabajo","importante_vivienda_propia","ocurrio_vivienda_propia","expectativa_vivienda_propia","sentimiento_si_no_vivienda_propia","importante_vida_independiente","ocurrio_vida_independiente","expectativa_vida_independiente","sentimiento_si_no_vida_independiente","importante_ser_padre","ocurrio_ser_padre","expectativa_ser_padre","sentimiento_si_no_ser_padre","importante_casarse","ocurrio_casarse","expectativa_casarse","sentimiento_si_no_casarse","importante_mascota","ocurrio_mascota","expectativa_mascota","sentimiento_si_no_mascota","idx_aspiracion_global","idx_expectativa_global","idx_satisfaccion_vida","D1_seguridad_economica","D2_vivienda_independencia","D3_familia_tradicional","D4_presion_social","D5_bienestar_emocional","D6_apertura_alternativas","D7_confianza_futuro","D8_estabilidad_laboral","D9_preocupacion_financiera","D10_apoyo_red_familiar","D11_expectativa_matrimonio","D12_optimismo_personal","D13_control_sobre_futuro","D14_autonomia_estilo_vida"
14096,"India","Asia",1,39,"Millennial",2,1543,"No","No","Probable","Neutral","Sí","No","Probable","Triste","Sí","Sí","","","No","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Incierto","Neutral",33.33,100,1.6,3.83,3.42,4.15,4.76,1.67,4.48,1.97,3.84,3.91,5.32,3.54,1.95,1.86,1.85
14099,"India","Asia",1,18,"Gen Z",1,5066,"Sí","No","Incierto","Triste","No","No","Incierto","Triste","Sí","No","Incierto","Triste","Sí","No","Incierto","Neutral","No","No","Incierto","Feliz","No","Sí","","",50,0,NA,4.46,3.62,4.79,3.97,2.22,4.4,1.69,4.13,4.76,4.23,4.26,1.86,4.25,3.39
14105,"Suecia","Europa",1,56,"Gen X",2,51541,"Sí","Sí","","","Sí","No","Improbable","Feliz","No","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","No","Probable","Feliz",50,0,2.67,4.08,5.93,4.69,3.4,3.55,4.07,5.57,5.16,3.81,4.18,4.24,5.5,3.77,4.21
14118,"Suecia","Europa",1,67,"Baby Boomer",2,46510,"No","Sí","","","Sí","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","Sí","No","Cierto","Neutral","Sí","Sí","","",66.67,100,2,5.46,4.44,3.55,2.5,6.26,3.92,4.59,6.01,3.63,2.24,2.99,3.98,5.56,3.88
14126,"India","Asia",1,27,"Gen Z",1,2514,"No","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Probable","Triste","No","No","Incierto","Feliz","No","No","Incierto","Triste","No","No","Probable","Neutral",0,NA,1.67,2.39,3.69,4.32,3.38,3.25,4.31,2.34,1.98,4.69,2.44,2.6,2.94,3.47,2.43
14132,"Suecia","Europa",1,58,"Gen X",1,64641,"Sí","No","Incierto","Triste","No","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","Sí","Sí","","","Sí","No","Incierto","Neutral",66.67,0,1.67,4.59,4.57,4.03,3.77,3.6,3.42,3.49,4.8,2.83,4.88,4.13,4.71,4.12,4.06
14133,"India","Asia",1,29,"Gen Z",2,NA,"No","No","Probable","Triste","Sí","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Probable","Triste","No","No","Incierto","Feliz","No","Sí","","",16.67,100,1.6,4.2,3.42,4,4.55,3,4.4,1.35,4.44,4.71,3.92,4.28,1.63,2.01,3.15
14142,"India","Asia",1,21,"Gen Z",2,2717,"No","No","Improbable","Triste","Sí","No","Incierto","Neutral","No","No","Incierto","Triste","No","No","Incierto","Neutral","No","No","Incierto","Neutral","No","Sí","","",16.67,0,1.6,5.24,2.98,3.72,5.71,3.45,3.38,1.96,5.57,4.54,3.67,4.97,1,3.67,4.04
14149,"India","Asia",2,40,"Millennial",1,1757,"No","No","Probable","Feliz","No","No","Incierto","Feliz","No","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","No","Probable","Neutral",16.67,NA,2.5,3.46,2.96,2.94,4.43,4.08,4.1,3.81,2.94,5.26,3.95,4.66,4.3,4.23,3.71
14150,"Suecia","Europa",1,20,"Gen Z",1,37929,"Sí","No","Incierto","Feliz","No","Sí","","","No","No","Incierto","Neutral","No","No","Improbable","Feliz","No","No","Incierto","Feliz","No","Sí","","",16.67,0,2.75,4.14,4.64,4.13,4.1,4.76,4.79,4.1,5.24,3.89,3.54,4.96,3.91,4.36,3.53
14152,"India","Asia",1,70,"Baby Boomer",1,5149,"Sí","Sí","","","Sí","Sí","","","No","Sí","","","Sí","No","Improbable","Feliz","No","Sí","","","No","Sí","","",50,0,3,3.48,2.82,5.45,5.44,3.25,4.3,6.5,2.79,6.53,4.08,4.84,3.13,2.72,4.04
14167,"India","Asia",2,65,"Baby Boomer",1,3529,"Sí","No","Improbable","Neutral","Sí","Sí","","","No","Sí","","","No","Sí","","","No","Sí","","","No","Sí","","",33.33,0,2,3.47,4.33,3.39,3.77,4.27,4.69,3.96,4.67,4.35,5.35,3.72,4.89,5.05,3.4
14180,"Suecia","Europa",1,71,"Baby Boomer",1,57101,"Sí","Sí","","","Sí","Sí","","","Sí","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","",66.67,NA,NA,4.35,4.49,4.26,3.42,5.14,5,5.04,4.08,3.15,4.13,4.14,5.67,5.38,4.45
14189,"India","Asia",1,46,"Millennial",1,5252,"No","No","Incierto","Feliz","Sí","No","Cierto","Triste","No","No","Incierto","Feliz","Sí","No","Probable","Triste","No","No","Incierto","Triste","No","Sí","","",33.33,100,1.8,2.64,3.23,3.74,5.64,3.2,3.76,2.11,3.96,3.85,4.74,3.96,2.6,2.61,3.67
14190,"India","Asia",2,30,"Gen Z",1,4038,"Sí","No","Improbable","Triste","Sí","No","Improbable","Triste","No","No","Probable","Triste","No","No","Improbable","Triste","No","No","Probable","Feliz","No","No","Cierto","Neutral",33.33,0,1.5,3.8,2.78,4.23,5.05,3.14,4.03,1.29,2.99,4.63,4.78,3.97,2.77,2.15,2.51
14191,"India","Asia",2,52,"Gen X",2,4700,"No","No","Cierto","Feliz","No","No","Incierto","Triste","No","Sí","","","No","No","Incierto","Feliz","No","Sí","","","No","Sí","","",0,NA,2.33,3.96,3.59,3.87,3.98,3.3,3.6,2.19,3.05,6,3.9,4.07,2.52,3.77,4.26
14196,"India","Asia",2,70,"Baby Boomer",1,3809,"No","Sí","","","No","Sí","","","No","Sí","","","No","No","Probable","Neutral","No","No","Cierto","Feliz","No","Sí","","",0,NA,2.5,4.49,2.77,3.18,4.58,3.55,5.26,3.23,2.63,5.2,4.4,4.01,4.72,4.41,3.74
14199,"Suecia","Europa",1,66,"Baby Boomer",2,61599,"Sí","Sí","","","No","Sí","","","No","No","Cierto","Neutral","Sí","No","Probable","Triste","Sí","No","Improbable","Neutral","Sí","No","Probable","Feliz",66.67,66.67,2,4.92,4.84,5,3.88,4.43,4.78,5.62,5.09,3.1,4.02,4.74,4.66,5.04,4.45
14215,"India","Asia",2,73,"Baby Boomer",1,4307,"No","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","Sí","","","No","No","Incierto","Feliz","No","No","Incierto","Feliz",16.67,NA,2.67,2.57,3.08,4.56,2.62,4.14,4.09,4.86,4.38,7,4.12,3.14,5.15,3.86,4.41
14216,"India","Asia",1,51,"Gen X",2,2562,"No","No","Probable","Feliz","No","No","Incierto","Triste","No","Sí","","","Sí","No","Probable","Triste","No","No","Probable","Feliz","No","Sí","","",16.67,100,2,4,3.47,3.86,3.22,5.31,4.71,4.11,3.75,3.71,3.35,3.89,3.94,4.11,4.01
14221,"Suecia","Europa",1,24,"Gen Z",2,35158,"Sí","No","Incierto","Triste","Sí","No","Probable","Triste","Sí","No","Improbable","Triste","No","Sí","","","Sí","No","Incierto","Triste","No","No","Improbable","Feliz",66.67,25,1.4,4.59,3.46,2.97,2.27,4.05,4.79,2.31,4.45,3.58,4.1,4.4,2.6,2.93,4.3
14235,"India","Asia",2,31,"Millennial",1,2599,"Sí","Sí","","","Sí","No","Probable","Triste","Sí","No","Probable","Triste","No","No","Incierto","Neutral","Sí","No","Probable","Feliz","No","No","Improbable","Feliz",66.67,100,2,3.37,3.66,4.72,3.46,2.9,3.03,2.44,2.87,4.65,4.27,4.01,2.73,2.95,4.62
14238,"India","Asia",1,38,"Millennial",2,2069,"No","No","Probable","Triste","Sí","No","Probable","Triste","Sí","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Improbable","Neutral","No","Sí","","",33.33,50,1.4,2.39,2.94,3.46,4.83,2.91,3.2,1,1.17,5.54,3.51,3.66,1.96,3.06,2.99
14243,"Suecia","Europa",1,70,"Baby Boomer",1,67562,"Sí","No","Cierto","Triste","Sí","No","Cierto","Triste","No","Sí","","","Sí","No","Probable","Neutral","No","Sí","","","No","Sí","","",50,100,1.33,4.46,3.69,4.5,3.9,4.15,4.08,5.74,5.12,3.47,4.18,4.33,4.6,4.61,4.51
14250,"Suecia","Europa",1,53,"Gen X",2,50147,"Sí","Sí","","","No","Sí","","","No","Sí","","","No","Sí","","","No","No","Cierto","Neutral","No","No","Probable","Neutral",16.67,NA,2,5.37,4.96,2.78,3.09,4.51,3.75,4.55,4.74,2.37,1.72,3.7,3.92,4.51,4.5
14253,"India","Asia",2,39,"Millennial",1,3328,"No","No","Probable","Feliz","Sí","No","Cierto","Neutral","Sí","No","Incierto","Neutral","No","No","Incierto","Neutral","No","No","Incierto","Feliz","No","Sí","","",33.33,50,2.4,3.33,4.5,4.8,4.79,3.5,3.53,1.93,3.36,4.35,5.51,3.67,2.58,3.32,1.06
14258,"Suecia","Europa",1,36,"Millennial",1,49912,"No","No","Cierto","Feliz","Sí","No","Improbable","Triste","No","No","Probable","Feliz","No","No","Cierto","Neutral","Sí","No","Probable","Neutral","No","Sí","","",33.33,50,2.2,3.53,4.74,2.98,3.59,4.74,5.54,3.65,4.3,4.25,3.67,3.43,3.53,4.38,4.17
14268,"Suecia","Europa",1,19,"Gen Z",1,37994,"Sí","Sí","","","Sí","No","Probable","Triste","No","No","Incierto","Neutral","Sí","No","Probable","Feliz","No","No","Incierto","Feliz","No","No","Incierto","Feliz",50,100,2.4,4.32,4.03,3.72,4.57,2.56,3.86,3.06,5.01,4.2,4.21,4.33,1.42,4.07,2.61
14279,"Suecia","Europa",2,20,"Gen Z",1,55634,"Sí","No","Incierto","Triste","Sí","No","Cierto","Neutral","Sí","No","Improbable","Triste","Sí","No","Probable","Neutral","No","Sí","","","Sí","No","Improbable","Neutral",83.33,40,1.6,5.04,4.52,3.19,3.07,3.49,3.78,2.48,5.79,4.41,2.97,3.64,3.69,4.62,4.13
14282,"Suecia","Europa",1,63,"Baby Boomer",1,66093,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","Sí","","","No","Sí","","","No","No","Probable","Neutral",33.33,NA,2,3.64,4.73,4.07,3.59,4.82,4.2,5.54,4.42,4.37,3.72,3.59,4.72,5.08,4.91
14285,"India","Asia",2,74,"Baby Boomer",2,3135,"Sí","Sí","","","Sí","No","Probable","Triste","No","No","Incierto","Feliz","Sí","Sí","","","No","No","Incierto","Feliz","No","No","Incierto","Feliz",50,100,2.5,3.41,3.36,4.77,4.8,4.29,3.83,4.06,2.81,4.87,5.18,4.19,3.38,3.31,3.34
14294,"India","Asia",1,60,"Gen X",2,2885,"Sí","No","Incierto","Feliz","No","Sí","","","No","Sí","","","No","Sí","","","No","No","Cierto","Neutral","No","No","Cierto","Feliz",16.67,0,2.67,4.32,3.73,3.63,4.42,4.17,3.83,3.58,3.34,3.95,3.73,3.54,4.6,3.66,4.44
14299,"Suecia","Europa",1,20,"Gen Z",2,21842,"Sí","Sí","","","No","No","Improbable","Feliz","Sí","Sí","","","No","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Incierto","Feliz",33.33,NA,2,3.64,3.32,3.82,5.79,3.48,3.16,1.27,3.5,3.73,5.33,3.6,2.58,2.73,4.45
14300,"Suecia","Europa",1,29,"Gen Z",1,53257,"No","No","Probable","Triste","Sí","No","Probable","Triste","Sí","No","Probable","Neutral","No","No","Incierto","Neutral","Sí","No","Incierto","Neutral","No","No","Improbable","Feliz",50,66.67,1.83,5.23,4.65,3.09,3.49,3.77,4.96,1.98,5.53,3.3,3.55,3.6,2.28,2.79,2.67
14309,"India","Asia",1,58,"Gen X",1,5637,"Sí","No","Probable","Triste","Sí","No","Probable","Neutral","Sí","No","Probable","Triste","Sí","No","Probable","Neutral","Sí","No","Cierto","Feliz","No","Sí","","",83.33,100,1.8,3.74,2.71,4.15,3.52,4.73,4.33,3.31,4.6,4.44,4.81,4.07,3.9,3.11,4.39
14313,"India","Asia",1,57,"Gen X",2,2675,"No","No","Improbable","Feliz","Sí","No","Probable","Triste","No","Sí","","","Sí","Sí","","","No","Sí","","","No","Sí","","",33.33,100,2,5.01,4.53,3.74,2.64,3.02,3.99,3.13,5.24,4.44,4.09,3.44,3.53,2.99,4.38
14315,"Suecia","Europa",2,71,"Baby Boomer",2,56056,"Sí","Sí","","","Sí","No","Probable","Triste","Sí","Sí","","","No","No","Probable","Neutral","Sí","No","Probable","Feliz","No","Sí","","",66.67,100,2,5.16,5.7,3.46,3.21,4.3,4.93,5.5,6.01,2.81,5.32,3.57,4.86,4.81,4.83
14316,"Suecia","Europa",1,46,"Millennial",2,67196,"Sí","No","Probable","Triste","No","No","Probable","Triste","No","Sí","","","No","No","Cierto","Neutral","No","No","Probable","Feliz","Sí","Sí","","",33.33,100,1.75,3.01,2.82,3.25,2.87,3.88,4.8,2.24,2.87,2.87,3.8,3.63,2.16,3.97,4.06
14319,"Suecia","Europa",1,50,"Gen X",1,118848,"No","Sí","","","No","Sí","","","Sí","Sí","","","Sí","No","Probable","Neutral","No","No","Probable","Neutral","No","Sí","","",33.33,100,2,4.56,4.49,4.66,3.62,4.77,3.02,6.08,4.46,3.91,5.01,5,5.42,3.37,5.03
14327,"India","Asia",2,60,"Gen X",1,5649,"No","Sí","","","Sí","Sí","","","No","Sí","","","Sí","No","Cierto","Neutral","No","No","Incierto","Neutral","No","No","Probable","Feliz",33.33,100,2.33,2.4,3.34,4.08,4.4,3.75,3.85,2.53,2.9,5.59,2.45,4,3.19,3.73,2.85
14330,"India","Asia",2,52,"Gen X",1,3278,"No","No","Improbable","Triste","No","Sí","","","Sí","Sí","","","No","No","Improbable","Triste","No","No","Incierto","Neutral","No","No","Incierto","Neutral",16.67,NA,1.5,4.08,4,3.31,5.84,3.47,3.7,2.52,4.26,4.02,2.47,4.99,2.82,3.49,4.91
14331,"Suecia","Europa",1,54,"Gen X",1,79494,"Sí","No","Cierto","Triste","No","No","Probable","Triste","No","Sí","","","No","Sí","","","No","No","Probable","Neutral","Sí","Sí","","",33.33,100,1.33,5.39,4.36,3.22,4.17,3.72,4.09,3.91,4.44,3.41,3.61,4.45,3.17,3.23,3.91
14332,"Suecia","Europa",1,34,"Millennial",1,85114,"No","Sí","","","Sí","No","Incierto","Triste","Sí","No","Probable","Triste","Sí","No","Probable","Neutral","No","No","Incierto","Feliz","No","Sí","","",50,66.67,1.75,4.95,4.49,4.32,3.63,4.49,4.19,3.87,5.83,4.05,4.82,3.69,5.6,4.86,4.27
14344,"India","Asia",1,25,"Gen Z",2,2741,"No","No","Probable","Triste","No","No","Incierto","Triste","Sí","Sí","","","Sí","No","Improbable","Neutral","No","No","Incierto","Triste","No","No","Incierto","Feliz",33.33,0,1.6,3.05,2.77,3.69,4.98,3.47,4.45,3.04,3.7,4.97,5.05,5.06,1.96,3.97,3.93
14348,"India","Asia",2,57,"Gen X",1,7849,"No","No","Cierto","Neutral","Sí","No","Probable","Triste","Sí","No","Incierto","Feliz","No","No","Improbable","Triste","No","No","Incierto","Triste","No","Sí","","",33.33,50,1.6,3.36,4.74,5.01,4.23,4.29,2.47,4.48,4.41,5.93,3.55,4.13,3.74,2.94,2.47
14352,"India","Asia",1,51,"Gen X",2,3437,"No","No","Incierto","Triste","No","Sí","","","No","No","Probable","Triste","No","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Probable","Triste",0,NA,1.2,4.42,3.07,3.45,4.18,4.92,2.91,3.88,3.47,4.83,5.65,4.47,3.6,3.09,4.14
14362,"India","Asia",2,59,"Gen X",2,2223,"Sí","Sí","","","No","No","Probable","Triste","Sí","No","Incierto","Neutral","No","No","Cierto","Neutral","No","No","Probable","Triste","No","No","Probable","Neutral",33.33,0,1.6,3.4,3.34,4.44,4.06,3.23,4.14,4.04,4.2,4.43,4.42,4.04,4.39,3.77,5
14363,"India","Asia",1,39,"Millennial",2,2839,"Sí","No","Improbable","Feliz","No","No","Cierto","Feliz","Sí","No","Probable","Triste","Sí","Sí","","","No","No","Probable","Triste","No","Sí","","",50,50,2,2.18,2.42,4.68,4.51,4.03,4.03,2.85,2.11,5.77,4.55,4.01,2.83,2.79,2.77
14368,"India","Asia",1,68,"Baby Boomer",1,9693,"No","No","Incierto","Neutral","Sí","No","Probable","Feliz","No","Sí","","","Sí","No","Cierto","Neutral","No","Sí","","","No","No","Incierto","Neutral",33.33,100,2.25,4,4.72,3.87,4.37,5.36,4.27,5.63,3.7,4.14,4.12,4.76,3.49,4.64,4.96
14375,"Suecia","Europa",2,50,"Gen X",2,60358,"Sí","No","Improbable","Feliz","Sí","Sí","","","No","No","Cierto","Neutral","No","No","Incierto","Triste","Sí","Sí","","","No","No","Cierto","Feliz",50,0,2.25,3.39,2.9,3.31,2.74,3.95,3.15,4.13,4.81,5.36,3.31,3,4.56,3.65,4.98
14376,"India","Asia",2,66,"Baby Boomer",2,2271,"No","Sí","","","Sí","No","Probable","Neutral","No","No","Probable","Triste","No","Sí","","","No","No","Incierto","Neutral","No","No","Probable","Neutral",16.67,100,1.75,1.79,2.82,3.35,4.33,4.12,4.13,4.06,2.27,5.65,4.31,3.08,4.45,4.45,5.28
14379,"Suecia","Europa",1,73,"Baby Boomer",1,62151,"Sí","Sí","","","No","No","Cierto","Triste","No","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","",33.33,NA,1,4.32,4.46,4.41,3.67,3.9,3.96,4.22,4.23,3.9,4.23,4.58,5.26,4.69,3.64
14382,"India","Asia",2,21,"Gen Z",2,2011,"No","No","Probable","Triste","No","No","Improbable","Triste","No","No","Improbable","Triste","No","No","Incierto","Neutral","No","No","Probable","Triste","No","No","Incierto","Triste",0,NA,1.17,2.94,3.36,3.12,3.84,3.27,4.43,1.84,2.57,5.5,2.72,3.62,2.06,1.73,3.55
14384,"Suecia","Europa",1,59,"Gen X",1,60185,"Sí","No","Incierto","Feliz","Sí","Sí","","","No","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","",50,0,3,5.68,3.91,3.84,2.93,4.11,3.83,4.33,5.42,3.32,3.64,4.71,3.62,4.46,3.54
14385,"Suecia","Europa",2,58,"Gen X",2,55485,"No","Sí","","","Sí","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","No","Cierto","Neutral","Sí","No","Cierto","Neutral",50,100,2,3.33,3.22,2.75,2.69,3.6,4.29,4.34,4.3,3.27,3.36,4.22,5.64,4.96,5.28
14388,"India","Asia",2,30,"Gen Z",1,4080,"No","No","Probable","Triste","No","No","Probable","Neutral","No","No","Incierto","Triste","Sí","No","Incierto","Feliz","No","No","Probable","Triste","No","No","Incierto","Neutral",16.67,0,1.67,3.28,1.36,4.09,4.82,2.93,3.02,1.6,3.32,4.33,4.33,3.74,1.83,2.87,3.05
14389,"Suecia","Europa",1,21,"Gen Z",1,37526,"Sí","Sí","","","Sí","No","Probable","Neutral","Sí","No","Probable","Feliz","No","No","Incierto","Triste","No","No","Probable","Triste","Sí","No","Cierto","Neutral",66.67,100,1.8,5.79,4.58,3.9,4.67,4.23,3.48,4.16,5.32,2.55,3.43,3.78,3.82,3.1,4.7
14390,"Suecia","Europa",1,68,"Baby Boomer",2,74564,"Sí","Sí","","","Sí","No","Probable","Neutral","Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","No","Probable","Neutral",66.67,100,2,5.09,5.28,3.02,2.8,3.99,5.33,4.39,5.42,4.16,3.78,2.99,3.84,4.77,5.07
14406,"India","Asia",1,70,"Baby Boomer",1,5180,"No","Sí","","","No","Sí","","","Sí","Sí","","","No","No","Probable","Feliz","No","No","Incierto","Feliz","No","Sí","","",16.67,NA,3,3.62,3.29,3.72,4.27,4.39,4.82,3.51,1.99,4.69,3.64,2.74,4.29,4.56,3.63
14411,"Suecia","Europa",1,45,"Millennial",1,101642,"Sí","No","Probable","Neutral","Sí","No","Probable","Feliz","No","No","Probable","Neutral","Sí","Sí","","","No","No","Probable","Triste","No","No","Cierto","Feliz",50,100,2.2,4.57,3.92,3.98,4.4,2.62,3.9,4.4,5.28,4.58,4.33,3.6,4.66,5.54,5.14
14416,"Suecia","Europa",1,35,"Millennial",1,47077,"Sí","No","Incierto","Neutral","No","No","Cierto","Feliz","Sí","No","Cierto","Triste","Sí","No","Probable","Neutral","No","No","Incierto","Triste","Sí","No","Probable","Neutral",66.67,75,1.83,5.38,3.71,3.69,3.94,4.55,4.42,3.01,4.92,3,3.89,3.82,3.79,4.01,4
14420,"India","Asia",1,72,"Baby Boomer",2,5483,"No","No","Incierto","Feliz","Sí","No","Cierto","Neutral","No","Sí","","","No","Sí","","","No","Sí","","","No","Sí","","",16.67,100,2.5,4.22,3.04,4.22,3.69,4.69,3.42,4.84,3.44,4.38,3.73,4.27,4.43,4.62,4.04
14423,"India","Asia",1,38,"Millennial",2,3384,"No","No","Incierto","Triste","No","No","Cierto","Neutral","Sí","No","Probable","Triste","No","No","Probable","Triste","Sí","Sí","","","No","No","Incierto","Neutral",33.33,100,1.4,3.72,4.02,3.84,3.57,3.25,3.57,3.41,3.47,4.61,3.89,3.46,4.02,3.79,5.38
14425,"Suecia","Europa",1,50,"Gen X",1,45390,"Sí","No","Probable","Feliz","No","No","Probable","Feliz","Sí","No","Cierto","Triste","No","No","Cierto","Triste","No","No","Cierto","Neutral","No","No","Probable","Neutral",33.33,100,2,4.42,5.36,4.89,5.49,4.17,4.41,4.21,5.5,3.02,4.37,4.58,4.48,4.71,3.62
14428,"Suecia","Europa",2,53,"Gen X",2,48007,"Sí","Sí","","","Sí","Sí","","","No","Sí","","","No","No","Probable","Triste","Sí","No","Incierto","Feliz","Sí","Sí","","",66.67,0,2,4.5,4.72,3.42,2.29,4.99,4.77,5.44,3.74,4.92,2.82,2.88,4.31,4.93,5.78
14430,"Suecia","Europa",1,73,"Baby Boomer",1,67685,"No","Sí","","","Sí","No","Probable","Triste","No","Sí","","","No","Sí","","","No","Sí","","","No","No","Probable","Feliz",16.67,100,2,5.65,5.91,3.3,4.09,5.64,3.69,5.12,7,2.45,3.51,2.66,3.6,5.46,5.01
14431,"Suecia","Europa",1,74,"Baby Boomer",2,52095,"Sí","Sí","","","Sí","No","Probable","Triste","No","No","Cierto","Neutral","No","No","Probable","Feliz","Sí","No","Cierto","Neutral","No","Sí","","",50,100,2,4.48,4.21,1.92,2.15,5.57,4.78,5.94,3.52,4.33,2.44,3.21,4.76,4.91,5.38
14438,"Suecia","Europa",1,60,"Gen X",1,92731,"Sí","No","Cierto","Neutral","Sí","No","Probable","Triste","Sí","Sí","","","Sí","No","Probable","Neutral","No","Sí","","","Sí","No","Probable","Neutral",83.33,100,NA,4.97,4.95,3.43,2.86,4.54,4.02,4.93,4.32,3.7,4.79,3.67,4.6,5.27,4.41
14443,"India","Asia",1,71,"Baby Boomer",2,2948,"No","No","Probable","Feliz","No","Sí","","","No","Sí","","","No","Sí","","","Sí","No","Probable","Neutral","No","Sí","","",16.67,100,2.5,4.68,4.72,3.66,4.19,4.66,4.15,4.49,4.49,3.44,3.91,4.74,3.21,4.25,3.57
14444,"India","Asia",1,39,"Millennial",2,2765,"No","No","Improbable","Neutral","No","No","Probable","Triste","Sí","No","Probable","Neutral","No","No","Incierto","Triste","No","No","Improbable","Feliz","No","Sí","","",16.67,100,1.8,3.4,2.79,4.55,4.41,3.38,3.34,4.21,3.04,3.65,5.92,4.42,3.86,3.73,2.43
14449,"Suecia","Europa",1,73,"Baby Boomer",1,45016,"Sí","Sí","","","No","Sí","","","No","Sí","","","Sí","Sí","","","No","Sí","","","Sí","Sí","","",50,NA,NA,4.74,4.3,4.06,3.79,3.93,4.37,4.13,4.06,2.64,3.85,4.12,3.61,4.36,3.45
14450,"Suecia","Europa",1,56,"Gen X",1,66142,"Sí","No","Probable","Neutral","No","No","Probable","Neutral","No","Sí","","","No","Sí","","","No","No","Improbable","Neutral","No","Sí","","",16.67,100,2,5.07,4.39,4.76,3.83,4.49,3.29,5.47,5.93,2.79,4.74,4.26,5.19,4.67,3.46
14455,"India","Asia",1,60,"Gen X",1,5353,"No","Sí","","","No","No","Improbable","Triste","No","Sí","","","No","No","Probable","Triste","No","No","Cierto","Feliz","No","No","Probable","Feliz",0,NA,2,2.44,3.26,4.01,4.01,3.33,4.73,2.8,2.11,5.19,3.99,2.55,3.25,2.06,3.64
14460,"India","Asia",1,33,"Millennial",2,3879,"No","No","Improbable","Neutral","Sí","No","Improbable","Triste","Sí","No","Cierto","Triste","No","No","Incierto","Feliz","No","No","Incierto","Feliz","Sí","No","Incierto","Neutral",50,33.33,2,3.46,2.21,3.98,4.79,3.91,4.61,2.48,3.86,4.89,3.87,3.98,2.78,2.65,3.19
14468,"Suecia","Europa",1,33,"Millennial",2,28912,"Sí","No","Probable","Feliz","Sí","Sí","","","No","No","Cierto","Triste","No","No","Cierto","Neutral","No","No","Incierto","Triste","No","No","Incierto","Neutral",33.33,100,1.8,4.66,4.71,2.65,3.42,4.96,5.01,3.63,4.9,3.44,3.15,2.41,4.86,4.04,4.62
14470,"Suecia","Europa",1,50,"Gen X",1,425000,"Sí","Sí","","","Sí","No","Cierto","Neutral","Sí","No","Cierto","Triste","No","No","Improbable","Neutral","No","No","Probable","Neutral","Sí","Sí","","",66.67,100,1.75,4.91,3.29,4.06,3.9,4.66,3.63,4.26,5.2,3.66,4.65,4.14,3.68,3.56,3.09
14474,"Suecia","Europa",1,64,"Baby Boomer",1,52162,"Sí","No","Probable","Neutral","Sí","No","Cierto","Triste","Sí","Sí","","","Sí","No","Cierto","Neutral","No","No","Cierto","Neutral","Sí","Sí","","",83.33,100,1.75,5.21,5.26,4.08,2.87,4.38,5.32,5.45,5.43,1.96,3.59,4.3,4.86,5.31,4.93
14481,"India","Asia",1,58,"Gen X",2,4336,"No","No","Probable","Triste","Sí","No","Incierto","Feliz","No","Sí","","","No","No","Probable","Feliz","Sí","No","Probable","Feliz","Sí","Sí","","",50,50,2.5,4.14,4.62,3.4,5.25,5.29,4.91,3.34,3.44,5.43,3.57,3.71,3.52,3.81,3.61
14484,"India","Asia",2,30,"Gen Z",2,2432,"No","Sí","","","Sí","Sí","","","Sí","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Incierto","Triste","No","No","Probable","Neutral",33.33,0,1.25,2.24,2.49,5.22,3.23,2.31,4.27,1.28,2.11,5.93,5.16,3.67,3.01,2.19,3.34
14486,"Suecia","Europa",1,47,"Gen X",2,45167,"Sí","Sí","","","Sí","No","Cierto","Triste","No","Sí","","","No","No","Probable","Feliz","Sí","No","Probable","Triste","No","Sí","","",50,100,1.67,5.8,4.37,3.52,3.75,5.15,3.66,4.82,5.64,3.08,3.31,4.73,4.87,5.82,3.87
14502,"Suecia","Europa",1,73,"Baby Boomer",1,86273,"Sí","Sí","","","Sí","Sí","","","No","No","Probable","Neutral","No","No","Cierto","Neutral","Sí","No","Cierto","Neutral","No","Sí","","",50,100,2,5.09,3.35,4.21,3.31,2.76,3.94,3.89,5.1,3.98,3.91,3.96,4.03,4.45,4.97
